Provincia;Partido;Localidad;Link Indec;ADSL;CABLEMODEM;DIAL UP;FIBRA OPTICA;OTROS;SATELITAL;WIMAX;WIRELESS;Total general;
ENTRE RIOS;Diamante;Aldea Protestante;30021020; 5 ; -   ; -   ; -   ; 153 ; -   ; -   ; 55 ; 213 ;
ENTRE RIOS;Diamante;Aldea Spatzenkutter;30021050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 45 ; 45 ;
ENTRE RIOS;Diamante;Aldea Valle Marí;30021060; -   ; -   ; -   ; 85 ; -   ; -   ; 224 ; 26 ; 335 ;
ENTRE RIOS;Diamante;Colonia Ensayo;30021070; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 10 ; 10 ;
ENTRE RIOS;Diamante;Diamante;30021080; 2.207 ; 1.130 ; -   ; -   ; -   ; -   ; -   ; 390 ; 3.727 ;
ENTRE RIOS;Diamante;General Alvear;30021100; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 17 ; 17 ;
ENTRE RIOS;Diamante;General Ramíre;30021120; 572 ; 2.258 ; -   ; -   ; 1 ; -   ; -   ; 92 ; 2.923 ;
ENTRE RIOS;Diamante;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 124 ; 124 ;
ENTRE RIOS;Diamante;Villa Libertador San Martí;30021150; 838 ; -   ; -   ; -   ; 1 ; -   ; -   ; 442 ; 1.281 ;
ENTRE RIOS;Diamante;Strobel;30021120; -   ; 100 ; -   ; -   ; -   ; -   ; -   ; -   ; 100 ;
ENTRE RIOS;Diamante;Estación Camp;30021090; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 31 ; 31 ;
ENTRE RIOS;Diamante;General Racedo;30021110; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 15 ; 15 ;
ENTRE RIOS;Federació;Chajar�;30028010; 876 ; 5.927 ; -   ; 4.809 ; -   ; -   ; -   ; 209 ; 11.821 ;
ENTRE RIOS;Federació;Colonia Alemana;30028020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 46 ; 46 ;
ENTRE RIOS;Federació;Colonia Ensanche Sauce;30028090; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 29 ; 29 ;
ENTRE RIOS;Federació;Colonia La Argentina;30028040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 47 ; 47 ;
ENTRE RIOS;Federació;Colonia Peñ;30028050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 24 ; 24 ;
ENTRE RIOS;Federació;Colonia Santa Marí;30028040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 16 ; 16 ;
ENTRE RIOS;Federació;Federació;30028070; 1.018 ; -   ; -   ; 1 ; -   ; -   ; -   ; 41 ; 1.060 ;
ENTRE RIOS;Federació;Los Conquistadores;30028080; -   ; 131 ; -   ; -   ; -   ; -   ; -   ; 397 ; 528 ;
ENTRE RIOS;Federació;San Jaime de la Frontera;30028090; -   ; 6 ; -   ; -   ; -   ; -   ; -   ; 8 ; 14 ;
ENTRE RIOS;Federació;San Pedro;30028100; -   ; -   ; -   ; 18 ; -   ; -   ; -   ; 23 ; 41 ;
ENTRE RIOS;Federació;Santa Ana;30028110; -   ; 1 ; -   ; 218 ; -   ; -   ; -   ; 16 ; 235 ;
ENTRE RIOS;Federació;Villa del Rosario;30028120; -   ; 4 ; -   ; 269 ; -   ; -   ; -   ; 140 ; 413 ;
ENTRE RIOS;Federació;San Ramó;30028105; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 46 ; 46 ;
ENTRE RIOS;Federal;Conscripto Bernardi;30035010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 167 ; 167 ;
ENTRE RIOS;Federal;El Cimarró;30035020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 80 ; 80 ;
ENTRE RIOS;Federal;Federal;30035030; 501 ; -   ; -   ; 1 ; 1.100 ; -   ; -   ; 315 ; 1.917 ;
ENTRE RIOS;Federal;Nueva Vizcaya;30035040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 41 ; 41 ;
ENTRE RIOS;Federal;Sauce de Luna;30035050; -   ; -   ; -   ; 3 ; -   ; 1 ; -   ; 566 ; 570 ;
ENTRE RIOS;Feliciano;San José de Felician;30042010; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 703 ; 705 ;
ENTRE RIOS;Feliciano;San Vícto;30042020; 1 ; -   ; -   ; -   ; -   ; -   ; -   ; 18 ; 19 ;
ENTRE RIOS;Gualeguay;General Galarza;30049030; 2 ; -   ; -   ; -   ; -   ; -   ; -   ; 606 ; 608 ;
ENTRE RIOS;Gualeguay;Gualeguay;30049040; 3.721 ; 3.883 ; -   ; 1 ; 753 ; 1 ; -   ; 1.361 ; 9.720 ;
ENTRE RIOS;Gualeguaych�;Aldea San Antonio;30056010; -   ; 188 ; -   ; -   ; -   ; 1 ; -   ; -   ; 189 ;
ENTRE RIOS;Gualeguaych�;Aldea San Juan;30056020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 19 ; 19 ;
ENTRE RIOS;Gualeguaych�;Faustino M. Parera;30056040; 4 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4 ;
ENTRE RIOS;Gualeguaych�;Gilbert;30056060; -   ; 63 ; -   ; -   ; -   ; -   ; -   ; -   ; 63 ;
ENTRE RIOS;Gualeguaych�;Gualeguaych�;30056070; 5.707 ; 11.366 ; 1 ; 4.640 ; 1 ; 1 ; -   ; 2.109 ; 23.825 ;
ENTRE RIOS;Gualeguaych�;Larroque;30056090; 253 ; -   ; -   ; 385 ; -   ; -   ; -   ; 487 ; 1.125 ;
ENTRE RIOS;Gualeguaych�;Pueblo General Belgrano;30056100; -   ; 1.128 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.128 ;
ENTRE RIOS;Gualeguaych�;Urdinarrain;30056110; 775 ; 1.221 ; -   ; -   ; -   ; -   ; -   ; 4 ; 2.000 ;
ENTRE RIOS;Gualeguaych�;Enrique Carb�;30056030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 27 ; 27 ;
ENTRE RIOS;Islas del Ibicuy;Ceibas;30063020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 48 ; 48 ;
ENTRE RIOS;Islas del Ibicuy;Ibicuy;30063030; -   ; 742 ; -   ; 135 ; -   ; -   ; -   ; -   ; 877 ;
ENTRE RIOS;Islas del Ibicuy;Médano;30063040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 34 ; 34 ;
ENTRE RIOS;Islas del Ibicuy;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 25 ; 25 ;
ENTRE RIOS;Islas del Ibicuy;Villa Paranacito;30063060; -   ; 92 ; -   ; -   ; -   ; -   ; -   ; -   ; 92 ;
ENTRE RIOS;La Paz;Bovril;30070010; -   ; 1.108 ; -   ; 2 ; -   ; -   ; -   ; 5 ; 1.115 ;
ENTRE RIOS;La Paz;La Paz;30070040; 1.225 ; 2.304 ; -   ; 2.804 ; -   ; -   ; -   ; 972 ; 7.305 ;
ENTRE RIOS;La Paz;Piedras Blancas;30070050; -   ; 65 ; -   ; 1 ; -   ; -   ; -   ; 4 ; 70 ;
ENTRE RIOS;La Paz;Pueblo Arrúa (Est. Alcaraz;30070005; -   ; 31 ; -   ; -   ; -   ; 1 ; -   ; 145 ; 177 ;
ENTRE RIOS;La Paz;San Gustavo;30070070; -   ; -   ; -   ; 32 ; -   ; -   ; -   ; 195 ; 227 ;
ENTRE RIOS;La Paz;Santa Elena;30070080; 1.320 ; 236 ; -   ; -   ; -   ; -   ; -   ; 437 ; 1.993 ;
ENTRE RIOS;La Paz;Colonia Avigdor;30070020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 68 ; 68 ;
ENTRE RIOS;La Paz;El Solar;30070030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 22 ; 22 ;
ENTRE RIOS;Nogoy�;Aranguren;30077010; -   ; 312 ; -   ; -   ; -   ; 1 ; -   ; 93 ; 406 ;
ENTRE RIOS;Nogoy�;Betbeder;30077020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 20 ; 20 ;
ENTRE RIOS;Nogoy�;Don Cristóba;30077030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 71 ; 71 ;
ENTRE RIOS;Nogoy�;Febr�;30077040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4 ; 4 ;
ENTRE RIOS;Nogoy�;Hernánde;30077050; 142 ; -   ; -   ; -   ; -   ; 1 ; -   ; 125 ; 268 ;
ENTRE RIOS;Nogoy�;Lucas Gonzále;30077060; 499 ; -   ; -   ; -   ; 1 ; -   ; -   ; 197 ; 697 ;
ENTRE RIOS;Nogoy�;Nogoy�;30077070; 2.174 ; -   ; -   ; -   ; 697 ; -   ; -   ; 716 ; 3.587 ;
ENTRE RIOS;Nogoy�;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 13 ; 13 ;
ENTRE RIOS;Nogoy�;XX de Setiembre;30077080; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 41 ; 41 ;
ENTRE RIOS;OTROS;OTROS;Sin Datos; -   ; -   ; -   ; -   ; 7.199 ; -   ; -   ; -   ; 7.199 ;
ENTRE RIOS;Paran�;Cerrito;30084050; 200 ; 954 ; -   ; -   ; -   ; 1 ; -   ; 94 ; 1.249 ;
ENTRE RIOS;Paran�;Colonia Avellaneda;30084060; 366 ; -   ; -   ; -   ; -   ; -   ; -   ; 58 ; 424 ;
ENTRE RIOS;Paran�;Crespo;30084070; 991 ; 6.029 ; -   ; 301 ; -   ; -   ; -   ; 94 ; 7.415 ;
ENTRE RIOS;Paran�;Crucesitas Séptima Secci�;30084095; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 118 ; 118 ;
ENTRE RIOS;Paran�;El Rambló;30084095; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 18 ; 18 ;
ENTRE RIOS;Paran�;Hasenkamp;30084100; -   ; 845 ; -   ; 2 ; -   ; 1 ; -   ; 224 ; 1.072 ;
ENTRE RIOS;Paran�;Hernandarias;30084110; -   ; 414 ; -   ; -   ; -   ; -   ; -   ; 25 ; 439 ;
ENTRE RIOS;Paran�;La Picada;30084120; 7 ; -   ; -   ; 1 ; -   ; -   ; -   ; -   ; 8 ;
ENTRE RIOS;Paran�;Las Tunas;30084130; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 54 ; 54 ;
ENTRE RIOS;Paran�;María Grand;30084140; -   ; 1.481 ; 1 ; 419 ; 93 ; -   ; -   ; 239 ; 2.233 ;
ENTRE RIOS;Paran�;Oro Verde;30084150; 335 ; 1 ; -   ; -   ; -   ; -   ; -   ; 60 ; 396 ;
ENTRE RIOS;Paran�;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 13 ; 13 ;
ENTRE RIOS;Paran�;Paran�;30084160; 6.077 ; 81.039 ; 14 ; 5.706 ; 7 ; 1 ; -   ; 1.204 ; 94.048 ;
ENTRE RIOS;Paran�;San Benito;30084200; 137 ; 1.074 ; -   ; -   ; -   ; -   ; -   ; 184 ; 1.395 ;
ENTRE RIOS;Paran�;Segu�;30084230; 1 ; 423 ; -   ; -   ; -   ; 1 ; -   ; 292 ; 717 ;
ENTRE RIOS;Paran�;Tabossi;30084250; -   ; 308 ; -   ; 54 ; -   ; -   ; -   ; 128 ; 490 ;
ENTRE RIOS;Paran�;Viale;30084270; 925 ; 292 ; -   ; 136 ; -   ; -   ; -   ; 801 ; 2.154 ;
ENTRE RIOS;Paran�;Villa Urquiza;30084300; 1 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ;
ENTRE RIOS;Paran�;Pueblo Brugo;30084180; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 45 ; 45 ;
ENTRE RIOS;Paran�;Aldea María Luis;30084010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 8 ; 8 ;
ENTRE RIOS;Paran�;Aldea San Rafael;30084020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 9 ; 9 ;
ENTRE RIOS;Paran�;El Palenque;30084080; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; 5 ;
ENTRE RIOS;Paran�;El Pingo;30084090; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 50 ; 50 ;
ENTRE RIOS;Paran�;Sauce Montrull;30084210; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 71 ; 71 ;
ENTRE RIOS;San Salvador;General Campos;30088010; 1 ; -   ; -   ; -   ; -   ; 1 ; -   ; 232 ; 234 ;
ENTRE RIOS;San Salvador;San Salvador;30088020; 458 ; -   ; -   ; 720 ; 1 ; -   ; -   ; 2 ; 1.181 ;
ENTRE RIOS;Tala;Durazno;30091020; 10 ; -   ; -   ; -   ; -   ; -   ; -   ; 44 ; 54 ;
ENTRE RIOS;Tala;Gobernador Echagü;30091040; -   ; -   ; -   ; -   ; 22 ; -   ; -   ; -   ; 22 ;
ENTRE RIOS;Tala;Gobernador Mansilla;30091050; -   ; -   ; -   ; -   ; 160 ; -   ; -   ; 21 ; 181 ;
ENTRE RIOS;Tala;Gobernador Sol�;30091060; -   ; -   ; -   ; -   ; 25 ; -   ; -   ; -   ; 25 ;
ENTRE RIOS;Tala;Maci�;30091090; -   ; 209 ; -   ; -   ; 180 ; -   ; -   ; -   ; 389 ;
ENTRE RIOS;Tala;Rosario del Tala;30091100; 1.218 ; -   ; -   ; 213 ; 970 ; -   ; -   ; -   ; 2.401 ;
ENTRE RIOS;Uruguay;1º de May;30098090; -   ; -   ; -   ; 26 ; -   ; -   ; -   ; 152 ; 178 ;
ENTRE RIOS;Uruguay;Basavilbaso;30098010; 784 ; -   ; -   ; 789 ; -   ; 1 ; -   ; 774 ; 2.348 ;
ENTRE RIOS;Uruguay;Caseros;30098020; 101 ; -   ; -   ; 707 ; 6 ; -   ; -   ; 61 ; 875 ;
ENTRE RIOS;Uruguay;Colonia Elí;30098030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 163 ; 163 ;
ENTRE RIOS;Uruguay;Concepción del Urugua;30098040; 5.332 ; 8.545 ; 6 ; 6.815 ; -   ; -   ; -   ; 2.930 ; 23.628 ;
ENTRE RIOS;Uruguay;Herrera;30098060; 126 ; -   ; -   ; -   ; -   ; -   ; -   ; 72 ; 198 ;
ENTRE RIOS;Uruguay;Líbaro;30098080; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 37 ; 37 ;
ENTRE RIOS;Uruguay;Pronunciamiento;30098100; -   ; -   ; -   ; 31 ; -   ; -   ; -   ; 194 ; 225 ;
ENTRE RIOS;Uruguay;Rocamora;30098110; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 60 ; 60 ;
ENTRE RIOS;Uruguay;Santa Anita;30098120; -   ; -   ; -   ; 305 ; -   ; -   ; -   ; 63 ; 368 ;
ENTRE RIOS;Uruguay;Villa Mantero;30098130; 40 ; -   ; -   ; 196 ; -   ; 1 ; -   ; 38 ; 275 ;
ENTRE RIOS;Uruguay;Villa San Justo;30098140; -   ; -   ; -   ; 455 ; -   ; -   ; -   ; 82 ; 537 ;
ENTRE RIOS;Uruguay;Villa San Marcial (Est. Gobernador Urquiza);30098150; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 57 ; 57 ;
ENTRE RIOS;Uruguay;Las Moscas;30098070; -   ; -   ; -   ; 7 ; -   ; -   ; -   ; 46 ; 53 ;
ENTRE RIOS;Uruguay;Estancia San Pedro;30098030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3 ; 3 ;
ENTRE RIOS;Victoria;Molino Doll;30105040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 10 ; 10 ;
ENTRE RIOS;Victoria;Rincón de Nogoy;30105040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 19 ; 19 ;
ENTRE RIOS;Victoria;Victoria;30105060; 4.164 ; 3 ; -   ; 2 ; -   ; -   ; -   ; 352 ; 4.521 ;
ENTRE RIOS;Villaguay;Estación Raíc;30113010; 34 ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; 39 ;
ENTRE RIOS;Villaguay;Ingeniero Miguel Sajaroff;30113020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 44 ; 44 ;
ENTRE RIOS;Villaguay;Jubileo;30113030; -   ; -   ; -   ; 16 ; -   ; -   ; -   ; 65 ; 81 ;
ENTRE RIOS;Villaguay;Villa Clara;30113060; 76 ; -   ; -   ; 49 ; -   ; 1 ; -   ; 68 ; 194 ;
ENTRE RIOS;Villaguay;Villa Domíngue;30113070; -   ; -   ; -   ; 30 ; -   ; -   ; -   ; 114 ; 144 ;
ENTRE RIOS;Villaguay;Villaguay;30113080; 1.375 ; -   ; -   ; 3.361 ; 1 ; -   ; -   ; 1.266 ; 6.003 ;
ENTRE RIOS;Villaguay;Paso de la Laguna;30113050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 39 ; 39 ;
FORMOSA;Bermejo;Fortín Soleda;34007003; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 7 ; 8 ;
FORMOSA;Bermejo;La Rinconada;34007007; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 8 ; 8 ;
FORMOSA;Bermejo;Laguna Yema;34007010; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 76 ; 78 ;
FORMOSA;Bermejo;Lamadrid;34007015; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 7 ; 7 ;
FORMOSA;Bermejo;Los Chiriguanos;34007020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 40 ; 40 ;
FORMOSA;Bermejo;Pozo de Maza;34007030; -   ; -   ; -   ; -   ; 1 ; 1 ; -   ; 16 ; 18 ;
FORMOSA;Bermejo;Pozo del Mortero;34007040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 13 ; 13 ;
FORMOSA;Bermejo;Vaca Perdida;34007050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; 5 ;
FORMOSA;Bermejo;Guadalcazar;34007005; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 9 ; 9 ;
FORMOSA;Formosa;Colonia Pastoril;34014010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 74 ; 74 ;
FORMOSA;Formosa;Formosa;34014020; 10.052 ; 16.871 ; -   ; 7.281 ; 32 ; 5 ; -   ; 7.830 ; 42.071 ;
FORMOSA;Formosa;Gran Guardia;34014030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 69 ; 69 ;
FORMOSA;Formosa;Mariano Boedo;34014040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 31 ; 31 ;
FORMOSA;Formosa;Mojón de Fierr;34014050; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 28 ; 29 ;
FORMOSA;Formosa;San Hilario;34014060; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 28 ; 29 ;
FORMOSA;Formosa;Villa del Carmen;34014070; -   ; -   ; -   ; 80 ; -   ; 2 ; -   ; 56 ; 138 ;
FORMOSA;Laishi;Banco Payagu�;34021010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 32 ; 32 ;
FORMOSA;Laishi;General Lucio Victorio Mansilla;34021020; 12 ; -   ; -   ; -   ; -   ; 2 ; -   ; 167 ; 181 ;
FORMOSA;Laishi;Herradura;34021030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 131 ; 131 ;
FORMOSA;Laishi;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 132 ; 132 ;
FORMOSA;Laishi;San Francisco de Laishi;34021040; -   ; -   ; -   ; -   ; -   ; 3 ; -   ; 239 ; 242 ;
FORMOSA;Laishi;Tatan�;34021050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 61 ; 61 ;
FORMOSA;Laishi;Villa Escolar;34021060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 102 ; 102 ;
FORMOSA;Matacos;Ingeniero Guillermo N. Juáre;34028010; 205 ; -   ; -   ; -   ; -   ; 1 ; -   ; 252 ; 458 ;
FORMOSA;Patiñ;Bartolomé de las Casa;34035010; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 6 ; 7 ;
FORMOSA;Patiñ;Comandante Fontana;34035030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 751 ; 751 ;
FORMOSA;Patiñ;Estanislao del Campo;34035050; 37 ; -   ; -   ; -   ; -   ; -   ; -   ; 157 ; 194 ;
FORMOSA;Patiñ;Fortín Cabo 1º Lugon;34035060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 145 ; 145 ;
FORMOSA;Patiñ;Fortín Sargento 1º Ley;34035070; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 6 ; 6 ;
FORMOSA;Patiñ;Ibarreta;34035080; 236 ; -   ; -   ; -   ; 1 ; 3 ; -   ; 518 ; 758 ;
FORMOSA;Patiñ;Juan G. Bazá;34035090; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 11 ; 11 ;
FORMOSA;Patiñ;Las Lomitas;34035100; 460 ; -   ; -   ; 1.526 ; 1 ; 5 ; -   ; 232 ; 2.224 ;
FORMOSA;Patiñ;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 44 ; 44 ;
FORMOSA;Patiñ;Posta Cambio Zalazar;34035110; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 58 ; 58 ;
FORMOSA;Patiñ;Pozo del Tigre;34035120; 34 ; -   ; -   ; 200 ; -   ; 1 ; -   ; 190 ; 425 ;
FORMOSA;Patiñ;San Martín I;34035140; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 369 ; 370 ;
FORMOSA;Patiñ;Subteniente Perí;34035150; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 71 ; 72 ;
FORMOSA;Patiñ;Villa General Güeme;34035160; -   ; -   ; -   ; 2 ; 1 ; -   ; -   ; 446 ; 449 ;
FORMOSA;Patiñ;Villa General Manuel Belgrano;34035170; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 448 ; 449 ;
FORMOSA;Patiñ;San Martín ;34035130; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; 5 ;
FORMOSA;Pilagá;Buena Vista;34042010; -   ; -   ; -   ; 3 ; -   ; -   ; -   ; 412 ; 415 ;
FORMOSA;Pilagá;El Espinillo;34042020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 300 ; 300 ;
FORMOSA;Pilagá;Misión Tacaagl;34042040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 149 ; 149 ;
FORMOSA;Pilagá;Tres Lagunas;34042060; 23 ; -   ; -   ; -   ; -   ; -   ; -   ; 97 ; 120 ;
FORMOSA;Pilagá;Laguna Gallo;34042030; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 5 ; 6 ;
FORMOSA;Pilagá;Portón Negr;34042050; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ;
FORMOSA;Pilcomayo;Clorinda;34049010; 1.170 ; 24 ; -   ; 2.530 ; 20 ; 1 ; -   ; 83 ; 3.828 ;
FORMOSA;Pilcomayo;Laguna Blanca;34049020; 40 ; -   ; -   ; 315 ; 1 ; -   ; -   ; 630 ; 986 ;
FORMOSA;Pilcomayo;Laguna Naick-Neck;34049030; 109 ; -   ; -   ; -   ; -   ; 2 ; -   ; 363 ; 474 ;
FORMOSA;Pilcomayo;Palma Sola;34049040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 18 ; 18 ;
FORMOSA;Pilcomayo;Riacho He-He;34049060; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 414 ; 415 ;
FORMOSA;Pilcomayo;Siete Palmas;34049080; 16 ; -   ; -   ; 1 ; -   ; -   ; -   ; 82 ; 99 ;
FORMOSA;Pilcomayo;Puerto Pilcomayo;34049050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3 ; 3 ;
FORMOSA;Pilcomayo;Riacho Negro;34049070; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3 ; 3 ;
FORMOSA;Piran�;Colonia Campo Villafañ;34056010; -   ; -   ; -   ; 52 ; -   ; -   ; -   ; 145 ; 197 ;
FORMOSA;Piran�;El Colorado;34056020; 1.341 ; -   ; -   ; 160 ; 3 ; 5 ; -   ; 867 ; 2.376 ;
FORMOSA;Piran�;Palo Santo;34056030; -   ; 173 ; -   ; -   ; -   ; 1 ; -   ; 291 ; 465 ;
FORMOSA;Piran�;Piran�;34056040; -   ; -   ; -   ; 957 ; 101 ; 6 ; -   ; 464 ; 1.528 ;
FORMOSA;Piran�;Villa Kilómetro 21;34056050; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 431 ; 432 ;
FORMOSA;Ramón List;El Potrillo;34063010; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 20 ; 22 ;
FORMOSA;Ramón List;El Quebracho;34063030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 12 ; 12 ;
FORMOSA;Ramón List;General Mosconi;34063020; -   ; -   ; -   ; 8 ; 4 ; 3 ; -   ; 33 ; 48 ;
FORMOSA;Ramón List;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; 8 ; -   ; -   ; 8 ;
JUJUY;Cochinoca;Abra Pampa;38007020; -   ; -   ; -   ; -   ; -   ; 3 ; -   ; 221 ; 224 ;
JUJUY;Cochinoca;Puesto del Marqué;38007060; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Cochinoca;La Redonda;38007055; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ;
JUJUY;Doctor Manuel Belgrano;Guerrero;38021010; 73 ; 78 ; -   ; -   ; -   ; -   ; -   ; -   ; 151 ;
JUJUY;Doctor Manuel Belgrano;Lozano (Ap. Chañi;38021040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 111 ; 111 ;
JUJUY;Doctor Manuel Belgrano;San Salvador de Jujuy (Est. Jujuy);38021060; 7.772 ; 39.567 ; -   ; 34.399 ; 36 ; 4 ; -   ; 140 ; 81.918 ;
JUJUY;Doctor Manuel Belgrano;Yala;38021070; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 3 ; 5 ;
JUJUY;Doctor Manuel Belgrano;La Almona;38021020; -   ; 2 ; -   ; 3 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Doctor Manuel Belgrano;Dr. Manuel Belgrano;38021065; -   ; -   ; -   ; 2 ; -   ; 3 ; -   ; 8 ; 13 ;
JUJUY;Doctor Manuel Belgrano;Leó;38021030; -   ; 504 ; -   ; -   ; -   ; 2 ; -   ; -   ; 506 ;
JUJUY;El Carmen;El Carmen;38014040; 415 ; 359 ; -   ; 510 ; -   ; 2 ; -   ; 1 ; 1.287 ;
JUJUY;El Carmen;Manantiales;38014060; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ;
JUJUY;El Carmen;Monterrico;38014070; -   ; 1.043 ; -   ; -   ; -   ; 1 ; -   ; 10 ; 1.054 ;
JUJUY;El Carmen;Pampa Blanca;38014080; 66 ; 261 ; -   ; -   ; -   ; 3 ; -   ; 1 ; 331 ;
JUJUY;El Carmen;Perico;38014090; -   ; 1.380 ; -   ; 575 ; -   ; 1 ; -   ; 12 ; 1.968 ;
JUJUY;El Carmen;Puesto Viejo;38014100; -   ; 87 ; -   ; -   ; -   ; 1 ; -   ; -   ; 88 ;
JUJUY;El Carmen;Aguas Calientes;38014010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 28 ; 28 ;
JUJUY;Humahuaca;El Aguilar;38028020; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
